text,sentiment
"so star trek pretty much rocked my life ... oh wait, it DID rock my life",love
Goooooodmorning,happiness
@mhisham hahaha tempting! but nvm la. i'm quite a klutz.  i actually fare better with my hp cam LOL,fun
@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,enthusiasm
"@allysonbrianna Well, yeah. But my mom doesn't wanna drive all the way to Sac if we were that far away.",sadness
feeling lonely,sadness
@stephanierhenee ha... I thought you would enjoy the Family Guy reference... and I'm more bored than you,neutral
@bph Yep still a few seats left for PRACC workshop w/ @skydiver &amp; @alexdc http://bit.ly/txpA6  see you there,surprise
@love_Jamie I guess  ! I was really suprised..,surprise
i know im wrong .. just give me one more chance   sEnti .. :],worry
roughnight,sadness
Another boring meeting to attend,sadness
"@Madinafire dude, I can safely say I was blown away when I heard Attics. I'll make sure I pass it on as much as I can!",neutral
CAN'T SLEEP TONIGHT . Oh see ya! Bye,enthusiasm
@letsgeticecream I miss you!  Come to Michigan like now....I can't wait till July,worry
Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,surprise
"@chachada1 Yeah im following you, Hun! Goodnight",happiness
@tommcfly yeahhh! u've got plenty of great fans!! And in Spain too! u should come and play a gig here!!,fun
@mitchelmusso i guess you get loads of emails &amp; people asking you stuff al the time but i seriously wonder if you ever read my comments  x,neutral
Good morning world,love
mayb he was raped when he was younger,worry
not at all happy...dont know what the reason is,sadness
So my coworker/friend told me the manager who sent me home is afraid she's in trouble for sending me home haha. Dumb bitch,empty
@jeglz Joe just put a new bulb in my spotlight,neutral
Excited for enfest yaaaay,happiness
Burnt the fuck out of my hand today.,worry
"@campingal if our office bldg. sells we will move to another smaller one that we own, but will lose the gym",neutral
@Velf79 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd,surprise
"@detroitduchess arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!",neutral
"@Stacina I have no doubt, darlin'!  Just wish you could find a boy worthy is all!  You're good people!",enthusiasm
So I got the day off cuz I had hundreds of things to do....then I woke up with a f*ckin migrane...there goes my day in bed,hate
@bradfordshimp The least I can do for you is re-tweet it when it's ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets,neutral
Lovely walk this morning with the missus; drizzle didn't matter,happiness
i hate when i paint my nails because then i cant suck my thumb because it tastes bad,sadness
@princesspooh90 Yeah but it doesn't sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I'll c u then ;),fun
Having fun  With my friend !,happiness
Blogging-- http://13tolife.us/ Mentioning links to contests where you might just win a free book or two!,worry
@KG4RDF Good luck on final!,surprise
@taylorswift13 I created my account just to get a chance to chat with you (: I ADMIRE YOU! you're amazing! you inspire me to write  &lt;3,happiness
@jacobmaestas I don't think I'll ever have one of those again,sadness
@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?,neutral
Got an appt. w/ the doctor at 4pm today to look at these &quot;bites&quot;. Hoping it isn't an infection. I need more powerful anti-itch cream.,worry
@Peter5tewart yeah.. I left cause my pc can't run the client anymore. I had thought I would have a new one by now..,neutral
How is it that my preschoolers can bowl over a hundred when they weigh only 35-40 lbs? Today was there last day for the year.,fun
@spicydesign Look at this ! http://twitpic.com/4wcqa  I can't see them at all. What the heck..,surprise
"Have just slept for 14 hours, would have been longer but working this pm",relief
I'm so sad that Cage on Daisy of Love went home this week  him crying made me tear up a bit..,worry
"@simonprobert yep, supposed to last all weekend. filthy weather",sadness
@llcooljew Poor dear. Your fellow busty mavens have been there.  What gym do you belong to? PEAC?,sadness
@DJMel oh I don't love it. Just noting that remix kids seem to,surprise
On my way to dazzle bar!!,fun
"@JayJager well donkey has his own appeal, for sure.",happiness
sometimes i got tired dealing with my own dilemmas..,hate
Just got a bunch of presents in the mail from my mama! So excited to open them on my birthday... 3 more days!,happiness
@Brokenromantic haha malamang as one of my chef.,happiness
@tcwmatt oh no!!!  well..... When you get back lots of pictures!!!,sadness
@pocketnowTweets no labels?  Sorry I know I'm really needy.,surprise
happy mothers day!,love
"I wish I was out of school...But sadly, I still have like another month left.",sadness
@BuddyTV I just found out about the giveaway.. I wish I would have known sooner  What happens with the unclaimed cities?,sadness
"@nomysteryleft well, the customer is always right (at least that's what they tell me)",neutral
"Good Morning campers, I'm not a happy bear this morning, had an awful dream during the night, &amp; am v worried.",worry
@VWRmurder Thanks,empty
@J0HNNYWYATT amazing tonight glad I could share it with you baby. You are my sunshine,happiness
@sonya415 hotness personified,love
Practice was a beast today. Not going to see Julian tonight,neutral
@jaredmaine @kennedymaine @johnmaine @patmaine @garrettmaine I LOVE YOU GUYS! get your ass to australia in december for my birthday,love
@astynes I don't have a VCR...,neutral
Happy morning to everyone!,happiness
alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neutral
"@OhaiGabriella O: aw, frank  i like that movie, it's cool. i don't fully understand, but i think that's cool (:",happiness
I think shopping solves the world's problems. If only I didn't have to leave Atlanta tomorrow,sadness
happy mothers' day to all your moms!,love
"@MikeEscamilla @tonyhawk  that was flippin' sweet, dudes. thanks for sharing",happiness
"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my morning",worry
@thebirchtree i'll try sort that fabric out for you today...been a busy bee!,enthusiasm
"I am back from my weekend getaway! Energized for another week, bring it on! lol",happiness
@cherrylipstain hello nikki! i just ended my exams 2 hours ago!  how abt u?,relief
@dahntay OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...,happiness
"@lisisilveira   I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried ~",worry
@TMJP actually i would prefer you not check me out .....,worry
@charmainelhs then you must insist you write essays the twitter way - no more than 140 characters,happiness
@nicsknots It's lying,neutral
enjoy the laker game for me guys! since i'll be at work,happiness
@katevoegele I wish you weren't going to a 19+ venue in Vancouver,worry
Just started raining in earnest... guess golf is off for today...,sadness
"@pjhoody &quot;It's your birthday, so I know you wanna riiidddddeeee out!&quot; Have fun in the club",happiness
"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really",sadness
"Good Morning  please check out our new site, tactik is a new training company based in Warsaw Poland ! www.tactik.eu all the best from us!",neutral
Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago. Now where's the iPhone app &amp; remote @spotify?,happiness
#quitsmokingdiary  5 Weeks tomorrow since giving up YAAAAAAYY!!!!               - I dont want to talk about it,relief
@thomasphantom don't have one yet  but hopefully I'll be ponying up for one soon because this 15&quot; is definitely hitting a wall,worry
@kyleterrell Yeah I'm kinda glad I did stay home,relief
@angelofmel we should definately be in Paris that week. if I get a job we most certainly will be,neutral
voted for @taylorswift13 on CMT.com,neutral
I Love You MOM....alwayyyyyyyssssssss,love
@owl311 that makes me sad...,sadness
"@KevJaffray you too!  Cloudy day here in Madrid, typical Spring day",fun
@riandawson will do,neutral
@john_ray Bright Eyes=Contentment,neutral
i love my new phone but hate that i didnt get my netbook today...,love
::Ugh:: Euro Civ exam... Studio Later though,worry
Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,neutral
posting my first tweet!!,neutral
"@arviena hahaha...come, be a judge, need your brutal honesty",neutral
at work till 7.,neutral
"great. my mom is pissed at me, so she sent me to the asbestos filled backroom",worry
"Yeah, it was a silly mistake. At the end of a long day, etc etc. They were brand new pliers too",neutral
"@gina_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?",worry
Oh dear. Sunburned back,worry
wants this summer to actually have some sun in it,surprise
@lauraEchilds u really dont right now! i am as sick as a newt in a freezer! its aweful  x,worry
"@shawtyslim lol, I'm sorry!",neutral
@ohitsbigron Dang... that IS disappointing,sadness
"@niqa86 Yes bb  There are actually 2 of them, but the other one I don't really give a shit about.",hate
"jus woke up, late  runnin to work have students to train!",neutral
@tidewaterknits Definitely! I have usually found that critics know virtually nothing of what constitutes a good movie. Rarely am I wrong.,neutral
@BlokesLib absolutely!  I have a &quot;his view&quot; section on my site.. I know you're busy but you are more than welcome to guest post,happiness
"got a prerecorded phone call from JJ asking to vote for ADMK led front, phone number is +914044621160, hyderabad connections",worry
last day of classes!!,neutral
"Boring. Sunny Monday. No school. Tired. Lazy. Hungry. Yeah, in a great mood!",sadness
I feel like I have to throw up.,boredom
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,relief
was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,hate
back home. man im hungry. getting ready..shopping,neutral
Heading to yale.. Grandmother in car accident,worry
@charyl most definitely,neutral
It's soupy-soup time. Today: Heinz Cream of Chicken and Mushroom - yum! bbl,happiness
I am going to die tomorrow night.  @emilazy should be here.,enthusiasm
@Pappy60 Looks nice.... never knew VHS had such a short life span... hope my fav VHS is not dead,worry
I want to go to Universal too!,fun
"@drmenlo sorry about Mr Grey, Menlo",sadness
Off for a loooong weekend of inlawing...  ... ...,relief
Hi ho  hi ho it's off to work we go,worry
Good day all. Let's see what we can get accomplished today together.,happiness
@LoveLoyaltyLife Very impressive  I'm the same way. 100%,happiness
Headed to Parking Facilities to turn in permit renewal. Not being across from the breakroom means I check snailmail once a month.,hate
